Date,Game,Media_Channel,Cost,Daily_Total_Revenue,Daily_Total_Installs
2017-02-02,8_ball_pool,Google_Ads,2212.713638572673,9193.53414206282,1549
2017-02-03,8_ball_pool,Google_Ads,2653.9371636020037,13720.514884414504,1537
2017-02-04,8_ball_pool,Google_Ads,2405.824567281061,11183.31481576953,1538
2017-02-05,8_ball_pool,Google_Ads,2614.8654595595926,12328.505793722194,1706
2017-02-06,8_ball_pool,Google_Ads,2505.901984539126,9918.333076178655,1480
2017-02-07,8_ball_pool,Google_Ads,2544.764822794197,11756.316503069249,1579
2017-02-08,8_ball_pool,Google_Ads,2442.4184968964964,13025.821472009417,1475
2017-02-09,8_ball_pool,Google_Ads,2578.372432574029,11386.913119862074,1582
2017-02-10,8_ball_pool,Google_Ads,2354.7491632039582,11371.134680024199,1523
2017-02-11,8_ball_pool,Google_Ads,2380.5541476625076,10074.10279046026,1409
2017-02-12,8_ball_pool,Google_Ads,2404.843750965922,9720.650827910928,1617
2017-02-13,8_ball_pool,Google_Ads,2533.9858299721527,10122.605065094744,1498
2017-02-14,8_ball_pool,Google_Ads,2589.1189050921994,9307.548935037285,1516
2017-02-15,8_ball_pool,Google_Ads,2540.27846528275,11370.195262750307,1524
2017-02-16,8_ball_pool,Google_Ads,2400.958695879131,10670.377259038247,1466
2017-02-17,8_ball_pool,Google_Ads,2634.818547473215,7854.150637175005,1592
2017-02-18,8_ball_pool,Google_Ads,2731.618360484479,9898.470570087993,1613
2017-02-19,8_ball_pool,Google_Ads,2836.6774124211247,12282.367146676715,1661
2017-02-20,8_ball_pool,Google_Ads,2493.2931133229154,10120.822229713503,1724
2017-02-21,8_ball_pool,Google_Ads,2346.064135604509,8235.325848030898,1553
2017-02-22,8_ball_pool,Google_Ads,2207.5649651881763,12942.199661777953,1539
2017-02-23,8_ball_pool,Google_Ads,2315.333211472733,9377.171578067977,1628
2017-02-24,8_ball_pool,Google_Ads,2154.3780360757364,9088.597726621012,1517
2017-02-25,8_ball_pool,Google_Ads,2286.378625462939,11504.798557261354,1520
2017-02-26,8_ball_pool,Google_Ads,2491.7225856507007,10097.567980045456,1568
2017-02-27,8_ball_pool,Google_Ads,2706.887293634058,9947.567300691993,1587
2017-02-28,8_ball_pool,Google_Ads,2054.646273186382,7604.532475962726,1645
2017-03-01,8_ball_pool,Google_Ads,2544.62126441272,10776.5013317167,1409
2017-03-02,8_ball_pool,Google_Ads,2486.1666934098253,8952.459669263782,1480
2017-03-03,8_ball_pool,Google_Ads,2791.6223196152855,9747.680187098425,1419
2017-03-04,8_ball_pool,Google_Ads,2300.4648281104633,4924.435850618188,1345
2017-03-05,8_ball_pool,Google_Ads,2391.818154955961,9954.001340505998,1514
2017-03-06,8_ball_pool,Google_Ads,2698.9101176456643,7460.259272477468,1336
2017-03-07,8_ball_pool,Google_Ads,2564.1887460379185,8363.283043788351,1364
2017-03-08,8_ball_pool,Google_Ads,2318.009145738051,8268.47818268519,1365
2017-03-09,8_ball_pool,Google_Ads,2453.497146118366,10345.198708616497,1386
2017-03-10,8_ball_pool,Google_Ads,2966.604023089133,8791.67363551625,1448
2017-03-11,8_ball_pool,Google_Ads,2666.149036804253,8827.936684693572,1389
2017-03-12,8_ball_pool,Google_Ads,2593.8281695650344,7816.010474286111,1394
2017-03-13,8_ball_pool,Google_Ads,2743.7016738657285,8770.50359141262,1386
2017-03-14,8_ball_pool,Google_Ads,2571.963515425899,10502.70943923257,1337
2017-03-15,8_ball_pool,Google_Ads,2943.129500237002,11841.635406219446,1468
2017-03-16,8_ball_pool,Google_Ads,2517.8940932061178,7328.63666298522,1388
2017-03-17,8_ball_pool,Google_Ads,2900.4719479630394,8115.81289503272,1456
2017-03-18,8_ball_pool,Google_Ads,2352.129951013145,10065.778625259867,1457
2017-03-19,8_ball_pool,Google_Ads,2354.223889576217,7704.266433161303,1280
2017-03-20,8_ball_pool,Google_Ads,2647.770549832774,9171.21122081581,1405
2017-03-21,8_ball_pool,Google_Ads,2161.164879440215,9140.787214126092,1429
2017-03-22,8_ball_pool,Google_Ads,2926.897565337913,9641.565228892128,1367
2017-03-23,8_ball_pool,Google_Ads,2040.453170112239,10799.713886935093,1426
2017-03-24,8_ball_pool,Google_Ads,2556.595345392512,6372.684618977177,1249
2017-03-25,8_ball_pool,Google_Ads,2129.928283748165,7980.154080379597,1322
2017-03-26,8_ball_pool,Google_Ads,2269.1465535966727,11342.029153804015,1405
2017-03-27,8_ball_pool,Google_Ads,2572.682144599421,9173.727274493489,1360
2017-03-28,8_ball_pool,Google_Ads,2559.806115013507,10300.181628348899,1384
2017-03-29,8_ball_pool,Google_Ads,2076.915924450679,8887.090123581918,1413
2017-03-30,8_ball_pool,Google_Ads,2490.110431216581,9446.336835163163,1410
2017-03-31,8_ball_pool,Google_Ads,2272.6723746395983,8422.190139822502,1365
2017-04-01,8_ball_pool,Google_Ads,2383.563758565037,11419.181028101162,1587
2017-04-02,8_ball_pool,Google_Ads,2536.9988025105977,9366.214832714308,1552
2017-04-03,8_ball_pool,Google_Ads,2610.804022231344,9122.62177123587,1518
2017-04-04,8_ball_pool,Google_Ads,2564.6443397239877,12857.37128052916,1656
2017-04-05,8_ball_pool,Google_Ads,2646.6123679902207,8537.303620071469,1503
2017-04-06,8_ball_pool,Google_Ads,2802.794993344485,13282.849983007227,1670
2017-04-07,8_ball_pool,Google_Ads,2530.8773869239662,9086.327117637735,1529
2017-04-08,8_ball_pool,Google_Ads,2339.2860154743944,7783.464943885707,1459
2017-04-09,8_ball_pool,Google_Ads,2172.298912457286,10182.710183601559,1485
2017-04-10,8_ball_pool,Google_Ads,2636.2552024825404,8508.386722137857,1648
2017-04-11,8_ball_pool,Google_Ads,2826.68678974067,10906.79022710868,1524
2017-04-12,8_ball_pool,Google_Ads,1949.8125715412064,11628.118052197124,1517
2017-04-13,8_ball_pool,Google_Ads,2220.745129252416,13952.288733988886,1498
2017-04-14,8_ball_pool,Google_Ads,2387.164216038726,8573.50407223903,1433
2017-04-15,8_ball_pool,Google_Ads,2569.039443177866,10465.438114258104,1499
2017-04-16,8_ball_pool,Google_Ads,1925.5942928953625,10083.513165684497,1521
2017-04-17,8_ball_pool,Google_Ads,2395.222868426612,7190.429024809924,1394
2017-04-18,8_ball_pool,Google_Ads,2620.5954964533903,8637.405725810786,1598
2017-04-19,8_ball_pool,Google_Ads,2621.2354943431433,13391.31993372582,1597
2017-04-20,8_ball_pool,Google_Ads,2406.6638468417527,7251.406341471777,1461
2017-04-21,8_ball_pool,Google_Ads,2356.4563057493583,7550.115301940701,1455
2017-04-22,8_ball_pool,Google_Ads,2674.193181300192,10889.5356581275,1568
2017-04-23,8_ball_pool,Google_Ads,2565.85910442742,10245.697380891095,1517
2017-04-24,8_ball_pool,Google_Ads,2692.463658455527,10889.525904529135,1514
2017-04-25,8_ball_pool,Google_Ads,2803.3270448716785,11567.85686369028,1791
2017-04-26,8_ball_pool,Google_Ads,2183.70877396828,9601.14674810016,1600
2017-04-27,8_ball_pool,Google_Ads,3002.362280900392,12689.767744892528,1661
2017-04-28,8_ball_pool,Google_Ads,2605.805560684101,11657.716435750699,1657
2017-04-29,8_ball_pool,Google_Ads,2428.460104949662,7800.5944003550685,1651
2017-04-30,8_ball_pool,Google_Ads,2446.2302931746694,11143.531696383307,1576
2017-05-01,8_ball_pool,Google_Ads,2374.34545765315,13097.146576385932,1715
2017-05-02,8_ball_pool,Google_Ads,2645.307193707155,10478.294482179652,1802
2017-05-03,8_ball_pool,Google_Ads,2308.347513904466,10722.146188200264,1699
2017-05-04,8_ball_pool,Google_Ads,2226.2160426632895,14061.7145512838,1657
2017-05-05,8_ball_pool,Google_Ads,3019.9851134049914,11360.452689612024,1778
2017-05-06,8_ball_pool,Google_Ads,2561.24666185722,11364.638573588967,1789
2017-05-07,8_ball_pool,Google_Ads,2355.511688443971,8699.407298048764,1618
2017-05-08,8_ball_pool,Google_Ads,2671.608647616405,11077.27952748313,1717
2017-05-09,8_ball_pool,Google_Ads,2260.960321848313,8913.069234495946,1646
2017-05-10,8_ball_pool,Google_Ads,2554.268713737706,9995.448385501571,1688
2017-05-11,8_ball_pool,Google_Ads,2377.949556532388,8110.694398061379,1752
2017-05-12,8_ball_pool,Google_Ads,2631.497361875013,11914.993192387488,1905
2017-05-13,8_ball_pool,Google_Ads,2667.746745920444,10398.310264934324,1757
2017-05-14,8_ball_pool,Google_Ads,2798.8293377040977,12473.658893612283,1858
2017-05-15,8_ball_pool,Google_Ads,2806.9640062765993,9786.842721678664,1736
2017-05-16,8_ball_pool,Google_Ads,2640.284115533688,11475.438177927466,1695
2017-05-17,8_ball_pool,Google_Ads,2597.8438948684434,12784.190961510627,1702
2017-05-18,8_ball_pool,Google_Ads,2745.6946257209156,10345.822456556441,1727
2017-05-19,8_ball_pool,Google_Ads,2310.0819552244716,9522.932814142907,1619
2017-05-20,8_ball_pool,Google_Ads,2811.636394106344,16261.079124643788,1714
2017-05-21,8_ball_pool,Google_Ads,2378.734915249237,10558.053950734433,1721
2017-05-22,8_ball_pool,Google_Ads,2545.569821902031,12055.741410762857,1699
2017-05-23,8_ball_pool,Google_Ads,2504.923468068871,8983.027678890216,1749
2017-05-24,8_ball_pool,Google_Ads,2496.201568029587,9750.021346590096,1717
2017-05-25,8_ball_pool,Google_Ads,1812.4886656223682,13076.852305886372,1643
2017-05-26,8_ball_pool,Google_Ads,2720.089519563175,11634.087467241647,1747
2017-05-27,8_ball_pool,Google_Ads,2572.957381622039,12202.48415525947,1724
2017-05-28,8_ball_pool,Google_Ads,2468.9509796729003,14027.027481883411,1787
2017-05-29,8_ball_pool,Google_Ads,2349.8096998850733,9111.57001489735,1655
2017-05-30,8_ball_pool,Google_Ads,2525.961392581641,11874.403665416796,1717
2017-05-31,8_ball_pool,Google_Ads,2381.106064514114,11981.741316862976,1631
2017-06-01,8_ball_pool,Google_Ads,2117.3376990768834,13352.402033626528,1870
2017-06-02,8_ball_pool,Google_Ads,2575.586531993634,14537.458834110505,2045
2017-06-03,8_ball_pool,Google_Ads,3008.2948216074046,10268.459024380032,1917
2017-06-04,8_ball_pool,Google_Ads,2457.3393717520166,15342.040538132289,1924
2017-06-05,8_ball_pool,Google_Ads,2632.2362972341434,14160.901911608371,2062
2017-06-06,8_ball_pool,Google_Ads,2596.2816821668057,15276.501524485655,1988
2017-06-07,8_ball_pool,Google_Ads,2419.638170137995,15280.623386274217,1906
2017-06-08,8_ball_pool,Google_Ads,2324.3817640938273,13058.67298998891,2190
2017-06-09,8_ball_pool,Google_Ads,2750.471585631867,18063.529380982076,2158
2017-06-10,8_ball_pool,Google_Ads,2551.518276217549,12513.523506054467,1915
2017-06-11,8_ball_pool,Google_Ads,2745.9874735317358,12962.065393114815,1836
2017-06-12,8_ball_pool,Google_Ads,2524.0456127311445,14035.995099678617,1872
2017-06-13,8_ball_pool,Google_Ads,2406.3788558692327,16403.01668810123,2061
2017-06-14,8_ball_pool,Google_Ads,2458.7992242344276,11406.51272131293,2064
2017-06-15,8_ball_pool,Google_Ads,2126.681035791395,11205.285833773476,1899
2017-06-16,8_ball_pool,Google_Ads,2918.894787279083,12924.020247037159,1978
2017-06-17,8_ball_pool,Google_Ads,2304.1974719718405,11362.8219781017,1817
2017-06-18,8_ball_pool,Google_Ads,2164.3515704357137,9718.62244263247,1830
2017-06-19,8_ball_pool,Google_Ads,2185.618812064567,12010.580843477233,1887
2017-06-20,8_ball_pool,Google_Ads,2933.9885203383346,12254.911028356311,1858
2017-06-21,8_ball_pool,Google_Ads,2318.439775056161,10711.25123467482,1907
2017-06-22,8_ball_pool,Google_Ads,2431.8094318807744,15119.546803177464,1976
2017-06-23,8_ball_pool,Google_Ads,2521.261878597064,12693.451624812347,2132
2017-06-24,8_ball_pool,Google_Ads,2667.988090594436,11489.767899563642,1921
2017-06-25,8_ball_pool,Google_Ads,2274.831163307629,12185.04874360624,2006
2017-06-26,8_ball_pool,Google_Ads,2195.646327623333,15901.694560845557,2106
2017-06-27,8_ball_pool,Google_Ads,2048.8289243231384,14122.13251270048,1999
2017-06-28,8_ball_pool,Google_Ads,2264.002256455472,10263.777790150802,1835
2017-06-29,8_ball_pool,Google_Ads,2410.7035445482984,15913.380496919826,2161
2017-06-30,8_ball_pool,Google_Ads,2464.6046458240507,14681.851345731284,2074
2017-07-01,8_ball_pool,Google_Ads,2621.19829076727,17644.097599878376,2384
2017-07-02,8_ball_pool,Google_Ads,2425.6406089020916,17913.840357062792,2214
2017-07-03,8_ball_pool,Google_Ads,2304.967196215387,10940.859539234534,2233
2017-07-04,8_ball_pool,Google_Ads,2183.1585933743595,12755.81100191836,2136
2017-07-05,8_ball_pool,Google_Ads,2570.1925463027196,18462.29515913125,2398
2017-07-06,8_ball_pool,Google_Ads,3142.678799298082,15383.350490139874,2269
2017-07-07,8_ball_pool,Google_Ads,2564.430139133727,16643.84716425305,2199
2017-07-08,8_ball_pool,Google_Ads,3078.6275458238033,14452.046940636483,2191
2017-07-09,8_ball_pool,Google_Ads,2317.004060989733,13179.177529128838,2244
2017-07-10,8_ball_pool,Google_Ads,2668.9022369143554,17643.713571853285,2384
2017-07-11,8_ball_pool,Google_Ads,2561.9512433621703,17340.204654291094,2249
2017-07-12,8_ball_pool,Google_Ads,2866.9291805093435,19248.569408675296,2178
2017-07-13,8_ball_pool,Google_Ads,2585.3021945882087,15828.796641493938,2396
2017-07-14,8_ball_pool,Google_Ads,2787.1416290224183,15501.997120408705,2349
2017-07-15,8_ball_pool,Google_Ads,2768.111905535458,15981.301795633955,2407
2017-07-16,8_ball_pool,Google_Ads,2510.674690295469,16938.62822880003,2352
2017-07-17,8_ball_pool,Google_Ads,2409.658407017099,17474.324536341555,2406
2017-07-18,8_ball_pool,Google_Ads,2315.1413373286973,15991.825370041919,2247
2017-07-19,8_ball_pool,Google_Ads,2243.0238411801115,15451.407299783335,2255
2017-07-20,8_ball_pool,Google_Ads,2651.1555137771898,14065.030381323715,2342
2017-07-21,8_ball_pool,Google_Ads,2050.944573481463,12002.692872258604,2221
2017-07-22,8_ball_pool,Google_Ads,2373.676945690677,15493.731555464166,2374
2017-07-23,8_ball_pool,Google_Ads,2380.3226784405083,13810.894550978868,2279
2017-07-24,8_ball_pool,Google_Ads,2327.693207560227,16102.839488201058,2214
2017-07-25,8_ball_pool,Google_Ads,2722.4187045268422,13189.553972906642,2385
2017-07-26,8_ball_pool,Google_Ads,2137.102495376872,14516.360113376379,2108
2017-07-27,8_ball_pool,Google_Ads,2401.1577878064704,16567.460438085425,2356
2017-07-28,8_ball_pool,Google_Ads,2302.124674046389,20678.018449316332,2377
2017-07-29,8_ball_pool,Google_Ads,2239.76005781206,14493.352708337925,2254
2017-07-30,8_ball_pool,Google_Ads,2816.3141498343543,15533.224936740982,2281
2017-07-31,8_ball_pool,Google_Ads,2102.3808325675395,17821.730062344337,2289
2017-08-01,8_ball_pool,Google_Ads,2597.8828867420066,16009.840065445573,2789
2017-08-02,8_ball_pool,Google_Ads,2783.8958817752587,16678.079271640323,2651
2017-08-03,8_ball_pool,Google_Ads,2805.5834052611312,15535.13686170015,2649
2017-08-04,8_ball_pool,Google_Ads,2624.9370701394,17426.272278447104,2758
2017-08-05,8_ball_pool,Google_Ads,2520.100864810814,24764.200794579836,2787
2017-08-06,8_ball_pool,Google_Ads,2470.2097787856715,18570.846427801433,2723
2017-08-07,8_ball_pool,Google_Ads,3061.034001432678,17358.58349250702,2670
2017-08-08,8_ball_pool,Google_Ads,2251.1902232855896,18547.999481933824,2569
2017-08-09,8_ball_pool,Google_Ads,2792.003028072026,26455.30828369218,2884
2017-08-10,8_ball_pool,Google_Ads,2223.361017832961,17276.699410691956,2631
2017-08-11,8_ball_pool,Google_Ads,2693.7862330606113,19730.031002369673,2721
2017-08-12,8_ball_pool,Google_Ads,2536.3728156990655,20529.187406978766,2725
2017-08-13,8_ball_pool,Google_Ads,2294.672216182394,20197.68059197385,2681
2017-08-14,8_ball_pool,Google_Ads,2319.579364800299,22254.72728382248,2768
2017-08-15,8_ball_pool,Google_Ads,2288.5106983030923,21431.958601640377,2554
2017-08-16,8_ball_pool,Google_Ads,2129.9516060329147,17389.068637289667,2691
2017-08-17,8_ball_pool,Google_Ads,2608.8495573721616,15001.544501783697,2575
2017-08-18,8_ball_pool,Google_Ads,2637.2852111636653,18578.64254104068,2757
2017-08-19,8_ball_pool,Google_Ads,2628.3823089662046,19708.970820027724,2698
2017-08-20,8_ball_pool,Google_Ads,2260.9282496690334,15282.698236681133,2563
2017-08-21,8_ball_pool,Google_Ads,2441.5571811985064,16508.21217229851,2645
2017-08-22,8_ball_pool,Google_Ads,2958.5033497655977,14407.888669014432,2627
2017-08-23,8_ball_pool,Google_Ads,2658.4112185678177,23269.653302929197,2777
2017-08-24,8_ball_pool,Google_Ads,2851.339630475573,22492.18696241542,2751
2017-08-25,8_ball_pool,Google_Ads,2813.8245707676906,22724.728971853452,2813
2017-08-26,8_ball_pool,Google_Ads,2679.0771147357996,22667.140995834146,2869
2017-08-27,8_ball_pool,Google_Ads,2483.168521864376,22109.150443295097,2670
2017-08-28,8_ball_pool,Google_Ads,2540.5604117730613,20706.12305030877,2832
2017-08-29,8_ball_pool,Google_Ads,2774.4927209756597,15057.783812136917,2932
2017-08-30,8_ball_pool,Google_Ads,3087.301043232239,17718.209217964777,2720
2017-08-31,8_ball_pool,Google_Ads,1881.53865285265,17071.606939287347,2579
2017-09-01,8_ball_pool,Google_Ads,2749.5310683239622,22231.546746159118,2935
2017-09-02,8_ball_pool,Google_Ads,2688.6731261404993,19813.563805689366,3105
2017-09-03,8_ball_pool,Google_Ads,2613.067632150171,15714.647384666252,3385
2017-09-04,8_ball_pool,Google_Ads,2940.179078345181,15991.034517843693,3313
2017-09-05,8_ball_pool,Google_Ads,1892.7819353604134,25583.944164241846,3250
2017-09-06,8_ball_pool,Google_Ads,2584.47690885184,21233.060539488084,3223
2017-09-07,8_ball_pool,Google_Ads,2093.1738753937925,18277.74685443454,3296
2017-09-08,8_ball_pool,Google_Ads,2459.3158648494064,18325.62228584383,3269
2017-09-09,8_ball_pool,Google_Ads,2694.9047066673256,21167.672409143757,3354
2017-09-10,8_ball_pool,Google_Ads,2690.0157735482494,21840.101937613836,3247
2017-09-11,8_ball_pool,Google_Ads,2370.5857188274663,21374.855686729912,3435
2017-09-12,8_ball_pool,Google_Ads,2337.849054491913,24047.913124619634,3325
2017-09-13,8_ball_pool,Google_Ads,2180.953811923721,16405.465645737375,3210
2017-09-14,8_ball_pool,Google_Ads,2431.9943155239785,19350.778788492273,3344
2017-09-15,8_ball_pool,Google_Ads,1964.501299656664,19515.786266527342,3168
2017-09-16,8_ball_pool,Google_Ads,2440.9136898530637,23838.859108836994,3242
2017-09-17,8_ball_pool,Google_Ads,2657.3101122696794,24081.86417688584,3385
2017-09-18,8_ball_pool,Google_Ads,2471.8762519500615,24201.225905844447,3656
2017-09-19,8_ball_pool,Google_Ads,2201.038147586323,20891.87336513617,3355
2017-09-20,8_ball_pool,Google_Ads,2492.4221220126938,21925.55091275555,3120
2017-09-21,8_ball_pool,Google_Ads,2246.144554403768,24607.148949503284,3245
2017-09-22,8_ball_pool,Google_Ads,2977.9625200659943,19051.940358417283,3148
2017-09-23,8_ball_pool,Google_Ads,2562.2885771289593,23616.593998137716,3271
2017-09-24,8_ball_pool,Google_Ads,2664.7910657268294,17475.323706275576,3341
2017-09-25,8_ball_pool,Google_Ads,2188.9453346664664,23754.93757543827,3312
2017-09-26,8_ball_pool,Google_Ads,2667.0316421825873,19607.38323405626,3423
2017-09-27,8_ball_pool,Google_Ads,2681.4794931173033,21450.44229422973,3123
2017-09-28,8_ball_pool,Google_Ads,2654.6023437896874,22579.026518039813,3143
2017-09-29,8_ball_pool,Google_Ads,2755.3406572129306,19625.589695809846,3515
2017-09-30,8_ball_pool,Google_Ads,2776.010044676173,24151.54074995152,3390
2017-10-01,8_ball_pool,Google_Ads,2816.288504999139,19232.65950064468,2870
2017-10-02,8_ball_pool,Google_Ads,2505.2511940914105,19219.707795279523,2753
2017-10-03,8_ball_pool,Google_Ads,2551.9002275765383,14292.750563026257,2615
2017-10-04,8_ball_pool,Google_Ads,2161.2403334747623,21130.61289411445,2593
2017-10-05,8_ball_pool,Google_Ads,2862.9388631094516,13900.007565298918,2723
2017-10-06,8_ball_pool,Google_Ads,2700.5523588055125,18047.961123546138,2691
2017-10-07,8_ball_pool,Google_Ads,3173.723483409938,19303.661562423687,2699
2017-10-08,8_ball_pool,Google_Ads,2510.251348658468,15446.096984154194,2943
2017-10-09,8_ball_pool,Google_Ads,2562.171780454952,22460.04539355191,2763
2017-10-10,8_ball_pool,Google_Ads,2427.3695393673997,19171.915545522934,2734
2017-10-11,8_ball_pool,Google_Ads,2503.4702343498825,15350.893309322815,2910
2017-10-12,8_ball_pool,Google_Ads,2256.570557259447,20994.438070995282,2754
2017-10-13,8_ball_pool,Google_Ads,2589.49933963177,18661.071086860597,2626
2017-10-14,8_ball_pool,Google_Ads,2380.4307399997483,22345.009903215338,2764
2017-10-15,8_ball_pool,Google_Ads,2888.166115056505,22007.522547235854,2956
2017-10-16,8_ball_pool,Google_Ads,2413.8097995116304,19264.184263344112,2402
2017-10-17,8_ball_pool,Google_Ads,2397.4154655127118,19416.730937953376,2768
2017-10-18,8_ball_pool,Google_Ads,2548.922177224452,26224.167977123572,2777
2017-10-19,8_ball_pool,Google_Ads,2635.494997158336,17987.3736612545,2657
2017-10-20,8_ball_pool,Google_Ads,2464.5663659850725,21771.84156853325,2533
2017-10-21,8_ball_pool,Google_Ads,2370.940958515548,16273.227366794441,2639
2017-10-22,8_ball_pool,Google_Ads,2915.443834318667,17115.62883282891,2775
2017-10-23,8_ball_pool,Google_Ads,2331.104163214302,16706.97604234033,2666
2017-10-24,8_ball_pool,Google_Ads,2141.2681749482063,17256.192489260262,2645
2017-10-25,8_ball_pool,Google_Ads,2461.172869965658,19214.611004164843,2578
2017-10-26,8_ball_pool,Google_Ads,2791.285357387267,16381.036877686467,2456
2017-10-27,8_ball_pool,Google_Ads,2252.753053894285,22248.355445079156,2594
2017-10-28,8_ball_pool,Google_Ads,1895.9581940380183,18482.523985679953,2534
2017-10-29,8_ball_pool,Google_Ads,2873.4513055090238,17468.597554412132,2677
2017-10-30,8_ball_pool,Google_Ads,2416.0890130619973,25128.879286739648,2700
2017-10-31,8_ball_pool,Google_Ads,2852.1110906595486,16837.956331755897,2911
2017-11-01,8_ball_pool,Google_Ads,2705.6384938997653,17301.06948097174,2248
2017-11-02,8_ball_pool,Google_Ads,2243.8006507070722,13814.54481686496,2157
2017-11-03,8_ball_pool,Google_Ads,2872.9418280481646,14160.24187883658,2192
2017-11-04,8_ball_pool,Google_Ads,2764.735254645859,18697.985441610068,2332
2017-11-05,8_ball_pool,Google_Ads,2498.2352304642436,12363.10734139294,2225
2017-11-06,8_ball_pool,Google_Ads,2477.650734712438,19754.998788606128,2296
2017-11-07,8_ball_pool,Google_Ads,2674.9877917921613,13591.944187643385,2135
2017-11-08,8_ball_pool,Google_Ads,2516.4726251677375,17133.364884804156,2233
2017-11-09,8_ball_pool,Google_Ads,2377.7668879703365,12665.278520416708,2279
2017-11-10,8_ball_pool,Google_Ads,2698.2419459439566,17276.93537953072,2298
2017-11-11,8_ball_pool,Google_Ads,2474.9852716235378,16939.65776976432,2373
2017-11-12,8_ball_pool,Google_Ads,2416.893565642633,14605.399101736657,2147
2017-11-13,8_ball_pool,Google_Ads,2297.67547836426,18361.28298970346,2235
2017-11-14,8_ball_pool,Google_Ads,2236.9503820662057,18862.277044462775,2313
2017-11-15,8_ball_pool,Google_Ads,2126.230324923878,16799.284595922607,2265
2017-11-16,8_ball_pool,Google_Ads,2265.880602703574,11586.304743924211,2215
2017-11-17,8_ball_pool,Google_Ads,2121.147401412505,15314.014316870951,2157
2017-11-18,8_ball_pool,Google_Ads,2332.9058854209425,14262.900721274702,2218
2017-11-19,8_ball_pool,Google_Ads,2535.484792618988,16157.939427687892,2319
2017-11-20,8_ball_pool,Google_Ads,2256.9618531861915,15038.053238181856,2218
2017-11-21,8_ball_pool,Google_Ads,2526.7422590122187,10893.405206555528,2226
2017-11-22,8_ball_pool,Google_Ads,1957.052439961312,16782.348993294436,2300
2017-11-23,8_ball_pool,Google_Ads,2372.5691645931834,14032.648362655556,2195
2017-11-24,8_ball_pool,Google_Ads,2744.96220171693,16932.696889000417,2304
2017-11-25,8_ball_pool,Google_Ads,2879.945486545068,13600.149361231051,2337
2017-11-26,8_ball_pool,Google_Ads,2281.2142008312926,16554.212367775013,2360
2017-11-27,8_ball_pool,Google_Ads,2587.343843372954,11800.15941117346,2205
2017-11-28,8_ball_pool,Google_Ads,2220.324181430444,12789.425973296078,2234
2017-11-29,8_ball_pool,Google_Ads,2326.100116700413,15608.637851390089,2318
2017-11-30,8_ball_pool,Google_Ads,2596.12200906728,13982.506088463524,2239
2017-12-01,8_ball_pool,Google_Ads,3065.3946703175393,12978.077094802586,2013
2017-12-02,8_ball_pool,Google_Ads,2516.9468474498835,14081.287925480061,2053
2017-12-03,8_ball_pool,Google_Ads,2259.169693649739,14837.863047614808,1876
2017-12-04,8_ball_pool,Google_Ads,2259.357135268963,12712.373326696992,1912
2017-12-05,8_ball_pool,Google_Ads,2839.1545931587793,12731.098205095017,2067
2017-12-06,8_ball_pool,Google_Ads,2375.015146962017,14355.320595850779,2119
2017-12-07,8_ball_pool,Google_Ads,2182.229412318095,10692.756437280854,1780
2017-12-08,8_ball_pool,Google_Ads,2795.02259519556,12422.273935550693,1950
2017-12-09,8_ball_pool,Google_Ads,2425.194575166184,14765.826544500977,2071
2017-12-10,8_ball_pool,Google_Ads,2297.0859729690706,15992.54238547986,2149
2017-12-11,8_ball_pool,Google_Ads,2508.990377784609,13634.46443750447,1950
2017-12-12,8_ball_pool,Google_Ads,2219.936486485883,10669.378521566068,1933
2017-12-13,8_ball_pool,Google_Ads,2688.7656523595087,15827.41299911835,2003
2017-12-14,8_ball_pool,Google_Ads,1905.6560010808885,12788.12010508994,1953
2017-12-15,8_ball_pool,Google_Ads,2327.3170379683243,13807.136202733434,1869
2017-12-16,8_ball_pool,Google_Ads,2630.6434202915675,10416.646627467473,1852
2017-12-17,8_ball_pool,Google_Ads,2356.4358154940796,11509.518635646109,1963
2017-12-18,8_ball_pool,Google_Ads,2266.0698849481596,13459.254107934163,1877
2017-12-19,8_ball_pool,Google_Ads,2727.1479797853117,13315.808083155549,1954
2017-12-20,8_ball_pool,Google_Ads,2212.58506985016,12423.608114801276,1855
2017-12-21,8_ball_pool,Google_Ads,2492.8497692659366,12939.189083155585,1882
2017-12-22,8_ball_pool,Google_Ads,2406.028674619748,13323.966006554954,1956
2017-12-23,8_ball_pool,Google_Ads,2660.951180380184,12328.386831142121,2014
2017-12-24,8_ball_pool,Google_Ads,2144.0921549761642,9787.430792753825,1898
2017-12-25,8_ball_pool,Google_Ads,2660.605472962226,15720.223261488187,1846
2017-12-26,8_ball_pool,Google_Ads,2404.482639624869,13951.703597584154,2125
2017-12-27,8_ball_pool,Google_Ads,2871.8470676663455,14366.809940876248,2054
2017-12-28,8_ball_pool,Google_Ads,2696.457067915042,19421.78371649079,2181
2017-12-29,8_ball_pool,Google_Ads,2382.4569448750494,12799.013328073906,1901
2017-12-30,8_ball_pool,Google_Ads,2597.99926219338,11887.821131524068,1932
2017-12-31,8_ball_pool,Google_Ads,2438.0723288303598,15205.790853195593,2004
2014-01-01,ultimate_golf,Google_Ads,1843.359851497016,10812.306509760328,920
2014-01-02,ultimate_golf,Google_Ads,1495.8283280221015,11074.984596748227,881
2014-01-03,ultimate_golf,Google_Ads,1359.0170047221955,7688.393652842516,968
